nameAr,barcode,gtin,activeIngredients,strength,dosageForm,manufacturer,officialPrice,requiresPrescription,source
THIOZIN 50 MG 20 F.C. TABS.,,,THIORIDAZINE,,ORAL.SOLID,DELTA PHARMA,13.0,,Elhafez Reference 25065
THIRGECEF 50MG/5ML ORAL SUSP. 100ML,,,CEFPODOXIME,,ORAL.LIQUID,BIOMED PHARMACEUTICALS > MASH PREMIERE,89.0,,Elhafez Reference 25065
THIRGECEF 50MG/5ML ORAL SUSP. 60ML (N/A),,,CEFPODOXIME,,ORAL.LIQUID,BIOMED PHARMACEUTICALS > MASH PREMIERE,40.5,,Elhafez Reference 25065
THIVAHERB SYRUP 120 ML,,,IVY+LIQUORICE+THYME,,ORAL.LIQUID,ORGANIX > SPIRIT PHARM,60.0,,Elhafez Reference 25065
THORMOXIBAN 10 MG 10 F.C. TABS.,,,RIVAROXABAN,,UNKNOWN,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THORMOXIBAN 15 MG 10 F.C. TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THORMOXIBAN 20 MG 10 F.C. TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THREE COOL ORAL DROPS 10 ML,,,LACTASE ENZYME,,ORAL.LIQUID,COPAD > DRUG PHARMA EGYPT,230.0,,Elhafez Reference 25065
THREE DROPS 400 I.U./0.5ML 30 ML,,,CHOLECALCIFEROL(VITAMIN D3),,ORAL.LIQUID,ORGANIX > DRUG PHARMA EGYPT,49.0,,Elhafez Reference 25065
THREE DROPS 600 I.U/0.5ML 30 ML,,,CHOLECALCIFEROL(VITAMIN D3),,ORAL.LIQUID,ORGANIX > DRUG PHARMA EGYPT,54.0,,Elhafez Reference 25065
THREE N 10  000 I.U. 30 TABS,,,VITAMIN D3 10+000 I.U.,,ORAL.SOLID,AMCOMED > DRUGPHARMA,120.0,,Elhafez Reference 25065
THREE ZED TOPICAL LOTION 120ML,,,ZINC OXIDE+MENTHOL EXTRACT+GLYCERIN+C.M.C,,UNKNOWN,TOP.Z PHARMA,55.0,,Elhafez Reference 25065
THROCALMINE 150MG/100ML  MOUTHWASH & GARGLE.,,,BENZYDAMINE,,MOUTH,BIORIGINAL INTERNATIONAL GROUP PHARMA,6.0,,Elhafez Reference 25065
THROMBEXX 15MG/ML S.C. 3 AMP.,,,RECOMBINANT HIRUDIN,,INJECTION,MINA PHARM,339.0,,Elhafez Reference 25065
THROMBEXX DNA 1120 I.U/100GM CREAM 40GM,,,RECOMBINANT HIRUDIN,,TOPICAL,MINA PHARM,77.0,,Elhafez Reference 25065
THROMBEXX DNA 1120 I.U/100GM TOP. GEL. 40 GM,,,RECOMBINANT HIRUDIN,,TOPICAL,MINA PHARM,77.0,,Elhafez Reference 25065
THROMBO 75MG 30 F.C.TAB.,,,CLOPIDOGREL,,ORAL.SOLID,EIPICO,123.0,,Elhafez Reference 25065
THROMBOLINTA 90MG 30 F.C. TABS.,,,TICAGRELOR,,ORAL.SOLID,GLOBAL NAPI PHARMACEUTICALS,219.75,,Elhafez Reference 25065
THROMBONORM 0.5MG 100 CAPS.,,,ANAGRELIDE,,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),1570.0,,Elhafez Reference 25065
THROMBOPHOB 60000 I.U/100GM GEL (N/A),,,HEPARIN,,TOPICAL,ALEXANDRIA > ABBOTT LABORATORIES,9.0,,Elhafez Reference 25065
THROMBOPHOB-S 30000 I.U./100GM GEL (N/A),,,HEPARIN,,TOPICAL,ALEXANDRIA > ABBOTT LABORATORIES,1.5,,Elhafez Reference 25065
THROMBOSTAT SOL. FOR I.V. INF.,,,TIROFIBAN,,INJECTION,MEMPHIS > CHEMIPHARM,900.0,,Elhafez Reference 25065
THROMOXIBAN 10 MG 10 TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THROMOXIBAN 15 MG 10 TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THROMOXIBAN 20 MG 10 TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,130.0,,Elhafez Reference 25065
THROMOXIBAN 20 MG 30 TABS.,,,RIVAROXABAN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES,390.0,,Elhafez Reference 25065
THYMAWASH MOUTH WASH 100 ML,,,CHLORHEXIDINE+TRICLOSAN+SODIUM FLOURIDE+TEA TREE OIL+THYME OIL+PEPPERMINT OIL+CHAMOMILE EXT.,,MOUTH,HI-CARE > INTERPHARMA EGYCARE,18.75,,Elhafez Reference 25065
THYME ZED 100ML SYRUP,,,IVY LEAVES+THYME+LIQUORICE,,ORAL.LIQUID,MED CARE > ZED PHARMA,49.75,,Elhafez Reference 25065
THYMEHEXIA SYRUP 120 ML .,,,IVY LEAF EXTRACT 35MG+ORGANIC THYME EXTRACT 21.5 MG+LICORICE ROOT EXTRACT 21.7 MG+SORBITOL+GLYCERIN+CITRIC ACID MONOHYDRATE+POTASSIUM SORBATE+MIXED CAROTENES,,ORAL.LIQUID,ORGANIX PHARM > HEALTHY LIFE PHARM,50.0,,Elhafez Reference 25065
THYMORAYZEN MOUTH SPRAY50 ML,,,THYME EXTRACT+GUAVA LEAF EXTRACT+SALVIA OFFICINALIS+ZINGEBER OFFICINALIS+HYALURONIC ACID+CLOVE OIL+SODIUMCHOLORIDE+CLOVE OIL+VITAMIN C+TEE TREE OIL+SODIUM BENZOATE+ECHINACEA EXTRACT,,UNKNOWN,SMART TEC > MEDRAYZEN PHARMA,70.0,,Elhafez Reference 25065
THYMOTAL ORAL DROPS 30 ML,,,THYME FLUID EXTRACT,,ORAL.LIQUID,ATOS PHARMA,15.75,,Elhafez Reference 25065
THYMOTAL PLUS SYRUP 100 ML,,,THYME FLUID EXTRACT+IVY,,ORAL.LIQUID,ATOS PHARMA,14.4,,Elhafez Reference 25065
THYMOTAL SYRUP 100 ML,,,THYME FLUID EXTRACT,,ORAL.LIQUID,ATOS PHARMA,17.75,,Elhafez Reference 25065
THYMY SYRUP 120 ML,,,ANISE+HONEY+THYME,,ORAL.LIQUID,PHAROPHARMA,23.0,,Elhafez Reference 25065
THYROCARBIN 5 MG 100 F.C. TABS.,,,CARBIMAZOLE,,ORAL.SOLID,ROYAL LINK PHARMA,107.0,,Elhafez Reference 25065
THYROCARBIN 5 MG 50 F.C. TABS.,,,CARBIMAZOLE,,ORAL.SOLID,ROYAL LINK PHARMA,55.0,,Elhafez Reference 25065
THYROCIL 50 MG 30 TABS.,,,PROPYLTHIOURACIL,,ORAL.SOLID,AMOUN,72.0,,Elhafez Reference 25065
THYROGREEN 30 CAPS.,,,MULTIVITAMIN,,ORAL.SOLID,COPAD > NEW BOSTON PHARMACEUTICALS,330.0,,Elhafez Reference 25065
THYROXINE 100MCG 100 TAB.,,,LEVOTHYROXINE,,ORAL.SOLID,UP PHARMA,58.0,,Elhafez Reference 25065
THYROXINE 50MCG 100 TAB.,,,LEVOTHYROXINE,,ORAL.SOLID,UP PHARMA,46.0,,Elhafez Reference 25065
TIA CREAM 120 ML,,,POLYACRYLAMIDE+VITAMIN C+VITAMIN E+CAFFEINE+PANTHENOL+ALOE VERA+CAPRYLIC/CAPRIC TRIGLYCERIDE,,TOPICAL,EGYPTIAN COMPANY FOR COSMETICS > PRETTIER,75.0,,Elhafez Reference 25065
TIA-DO HAIR CONDITIONER 250 ML,,,OLIVE OIL+EURICA OIL+WHEAT GERM OIL+ROSEMARY OIL+HONEY+KERATIN+DIMETHICONE,,UNKNOWN,EGYPTIAN CO. FOR COSMETICS > PRETTIER,235.0,,Elhafez Reference 25065
TIAPAIR 20 TABS,,,TRYPSIN+BROMELAIN+PAPAIN+RUTIN+QUERCITIN+VIT C+VIT E+GRAPE EXTRACT,,ORAL.SOLID,COPAD EGYPT > TRIPHARMA,140.0,,Elhafez Reference 25065
TIAPRIDAL 100MG 20 TAB. (N/A),,,TIAPRIDE,,ORAL.SOLID,MEMPHIS > SANOFI,11.25,,Elhafez Reference 25065
TIAPRIDE-CLAVITA PHARMA 137.9 MG/ML SYRUP 30 ML,,,TIAPRIDE,,ORAL.LIQUID,ATCO PHARMA > CLAVITA PHARMA,153.0,,Elhafez Reference 25065
TIAPRO LACTOFERRIN 10 SACHETS,,,LACTOFERRIN 100 MG+IRON+VITAMIN B COMPLEX+CALCIUM+FOLIC ACID+VITAMIN C+MAGNESIUM,,EFF,MED CARE > MSA PHARMA,98.0,,Elhafez Reference 25065
TIBAZOLAX S.R 0.5 MG 50 TABS.,,,ALPRAZOLAM,,ORAL.SOLID,SIGMA > HOCHSTER PHARMACEUTICAL INDUSTRIES,33.5,,Elhafez Reference 25065
TIBAZOLAX SR 1 MG 50 TABS.,,,ALPRAZOLAM,,ORAL.SOLID,SIGMA > HOCHSTER PHARMACEUTICAL INDUSTRIES,41.0,,Elhafez Reference 25065
TIBEZOLE 125MG 10 TAB. (N/A),,,ORNIDAZOLE,,ORAL.SOLID,PHAROPHARMA,9.0,,Elhafez Reference 25065
TIBEZOLE 500MG 10 F.C.TAB.,,,ORNIDAZOLE,,ORAL.SOLID,PHAROPHARMA,37.0,,Elhafez Reference 25065
TIBEZOLE 500MG 3 F.C.TAB.,,,ORNIDAZOLE,,ORAL.SOLID,PHAROPHARMA,9.5,,Elhafez Reference 25065
TIBEZOLE 500MG 5 VAGINAL SUPP.,,,ORNIDAZOLE,,VAGINAL,PHAROPHARMA,14.4,,Elhafez Reference 25065
TIBOLEX 40 MG 20 TABS,,,IRON FERROUS BIS GLYCINATE+FOLIC ACID VITAMIN C+ZINC+VITAMIN B COMPLEX,,ORAL.SOLID,PHARMA ZAD > GRAND EGYPT PHARMA,79.0,,Elhafez Reference 25065
TIBOLIAN 2.5MG 28 TABS. (N/A),,,TIBOLONE,,ORAL.SOLID,CID,83.0,,Elhafez Reference 25065
TIBOLONE 2.5MG 30 TABS. (N/A),,,TIBOLONE,,ORAL.SOLID,ADWIA,60.0,,Elhafez Reference 25065
TIBONTED GEL 60 GM,,,APRICOT OIL+GLYCERIN+MENTHOL CRYSTALS+VITAMIN E,,TOPICAL,HI-CARE > PURITY PHARMA,18.95,,Elhafez Reference 25065
TICALOGUARD 90 MG 30 F.C. TABS.,,,TICAGRELOR,,ORAL.SOLID,MARCYRL PHARMACEUTICAL INDUSTRIES (MPI),411.0,,Elhafez Reference 25065
TICANASE 0.05% NASAL SPRAY 12 GM,,,FLUTICASONE PROPIONATE,,SPRAY,EUROPEAN EGYPTIAN PHARM. IND.,70.0,,Elhafez Reference 25065
TICANASE PLUS 125/50 MCG NASAL SPRAY 15 ML,,,AZELASTINE+FLUTICASONE PROPIONATE,,SPRAY,EUROPEAN EGYPTIAN PHARM. IND.,92.0,,Elhafez Reference 25065
TICLOPIDE 250MG 10 F.C. TAB.,,,TICLOPIDINE,,ORAL.SOLID,SIGMA > MODERN PHARMACUTICAL  CENTER,26.5,,Elhafez Reference 25065
TICLOPIDINE 250MG 10 F.C.TAB.,,,TICLOPIDINE,,ORAL.SOLID,EL-OBOUR,19.2,,Elhafez Reference 25065
TICODEVA 100MG 10SACHETS,,,LACTOFERRIN 100MG+IRON+VITAMIN C+VITAMINS( B1+B2+B12),,EFF,MED CARE- ELOBOUR > J.C.PHARMA,75.0,,Elhafez Reference 25065
TIENAM 500/500 MG VIAL FOR I.V. INF.,,,CILASTATIN+IMIPENEM,,INJECTION,MERCK SHARP & DOHME > SOFICOPHARM,175.0,,Elhafez Reference 25065
TIGAGLOR 400MG 28 TABLETS,,,SOFOSBUVIR,,ORAL.SOLID,ORGANOPHARMA > ORGANO,900.0,,Elhafez Reference 25065
TIGEPHARCO 50 MG PD FOR I.V. INF. VIAL,,,TIGECYCLINE,,INJECTION,RAMEDA > PHARCO B,305.0,,Elhafez Reference 25065
TIGER GEL 100 ML,,,PURIFIED WATER+TRIETHANOLAMINE+HYDROXYMETHYL CELLULOSE+GLYCERIN+PROPYLENE GLYCOL+METHYL PARABEN,,TOPICAL,LEADER COSMETICS > BROTHER PHARMA,175.0,,Elhafez Reference 25065
TIGER POROUS PLASTER 50 PATCHES,,,,,UNKNOWN,ALEXANDRIA,850.0,,Elhafez Reference 25065
TIGER SPRAY 25 ML,,,MENTHOL+ALCOHOL+ALOE VERA+UREA+SALICYLIC ACID+METHYL PARABEN+WATER,,SPRAY,LEADER COSMETICS > BROTHER PHARMA,190.0,,Elhafez Reference 25065
TIGINT 10 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+VITAMIN C,,EFF,HYGINT PHARMACEUTICALS,190.0,,Elhafez Reference 25065
TIGINT PLUS 10 SACHETS,,,GELATIN (COLLAGEN) HYDROLYSATE+LACTOFERRIN,,EFF,HYGINT PHARMACEUTICALS,290.0,,Elhafez Reference 25065
TIGORNICINE 3GM 6 SACHETS,,,L-ORNITHINE-L-ASPARTATE,,EFF,MEPACO > TIGRIS PHARMA,31.5,,Elhafez Reference 25065
TIGORNICINE 5 GM/10ML 5 AMP. I.V. INF.,,,L-ORNITHINE-L-ASPARTATE,,INJECTION,GRAND PHARMA > TIGRIS PHARMA,47.25,,Elhafez Reference 25065
TIKONZA HAIR LOTION 250 ML,,,CAFFEINE+KERATIN+JOJOBA,,UNKNOWN,> NEO PHARMA,110.0,,Elhafez Reference 25065
TIKONZA SHAMPOO 250 ML,,,CAFFEINE+KERATIN+JOJOBA,,TOPICAL,> NEO PHARMA,155.0,,Elhafez Reference 25065
TIMA-VIT CALCIUM 30 TABS,,,CALCIUM CARBONATE+MAGNESIUM CARBONATE+VITAMIN D3+ZINC,,UNKNOWN,ORGANIX > DOCTOMED,79.0,,Elhafez Reference 25065
TIMA-VIT I     30 TABS,,,IRON+ZINC+B1+B3+B6+B12+BIOTIN+FOLIC ACID+VIT D,,ORAL.SOLID,ORGANIX > DOCTOMED,98.0,,Elhafez Reference 25065
TIMASPAN 1000 MG 10 EXT. REL. F.C. TABS.,,,NIACIN,,ORAL.SOLID,MEDIZEN PHARMACEUTICAL INDUSTRIES > AL ESRAA PHARMACEUTICAL OPTIMA,28.8,,Elhafez Reference 25065
TIMBESTATIN 10/20 MG 14 F.C.TAB.,,,EZETIMIBE+SIMVASTATIN,,ORAL.SOLID,DBK PHARMA > VIIDA PHARMA,154.0,,Elhafez Reference 25065
TIMBESTATIN 10/20 MG 7 F.C.TAB.,,,EZETIMIBE+SIMVASTATIN,,ORAL.SOLID,DBK PHARMA > VIIDA PHARMA,67.5,,Elhafez Reference 25065
TIMOBRIM 0.2%/0.5% EYE DROPS 5 ML,,,BRIMONIDINE+TIMOLOL,,UNKNOWN,RAMEDA > TALENT PHARMA,47.25,,Elhafez Reference 25065
TIMOGEL 0.1% EYE GEL 5 ML,,,TIMOLOL,,EYE,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,12.6,,Elhafez Reference 25065
TIMOGEN 10MG/5ML SYRUP 120ML,,,TIEMONIUM METHYLSULPHATE,,ORAL.LIQUID,DELTA PHARMA,23.0,,Elhafez Reference 25065
TIMOLOL MALEATE 0.25% EYE DROPS (N/A),,,TIMOLOL,,EYE,EIPICO,6.5,,Elhafez Reference 25065
TIMOLOL MALEATE 0.5% EYE DROPS 5 ML,,,TIMOLOL,,EYE,EIPICO,19.0,,Elhafez Reference 25065
TIMOLOL-ELNILE 0.5% EYE DROPS 5 ML (N/A),,,TIMOLOL,,EYE,EL NILE.,8.0,,Elhafez Reference 25065
TIMOMONDIN EYE DROPS 5 ML,,,BRIMONIDINE+TIMOLOL,,EYE,KAHIRA > MODERN OFFICE FOR IMPORT,43.0,,Elhafez Reference 25065
TIMOSOPT EYE DROPS 5 ML (N/A),,,DORZOLAMIDE+TIMOLOL,,EYE,KAHIRA,36.0,,Elhafez Reference 25065
TIMOUNI GEL 50 ML,,,BIO-IDENTICAL ESTROGEN+HYDROXYETHYL CELLULOSE,,VAGINAL,BENOSTAN > MAGIC PHARMA-EGYPT,170.0,,Elhafez Reference 25065
TIMXAL EYE DROPS 3 ML,,,LATANOPROST+TIMOLOL,,UNKNOWN,ORCHIDIA PHARMACEUTICAL INDUSTRIES > ORCHIDIA,66.0,,Elhafez Reference 25065
TINASEL 2.5 GM CREAM 20 GM,,,SELENIUM SULFIDE,,TOPICAL,ALFACURE PHARMACEUTICALS,5.0,,Elhafez Reference 25065
TINASEL 2.5GM/100ML TOPICAL LOTION,,,SELENIUM SULFIDE,,UNKNOWN,ALFACURE PHARMACEUTICALS,3.5,,Elhafez Reference 25065
TINDER  75GM GEL,,,CHLORHEXIDINE+STRONTIUM CHLORIDE+POTASSIUM NITRATE+SODIUM MONOFLOUROPHOSPHATE+PEPPERMINT OIL+CLOVE OIL+COCAMIDOPROPYLBETAINE+TITANIUM DIOXIDE+HYDRATED SILICA,,TOPICAL,BRAND INTERNATIONAL > Q PHARM COMPANY,150.0,,Elhafez Reference 25065
TINDER MOUTH SPRAY,,,CHLORHEXIDINE DIGLUCONATE  SALIVA OFFICINALIS EXTRACT   TOCOPHEROL   THYMUS VULGARIS EXTRACT   EUCALYPTUS LEAF EXTRACT   MENTHOL   ZINC CHLORIDE   CITRIC ACID   PROPOLIS EXTRACT  CITRUS LEMON FRUIT,,UNKNOWN,BRAND INTERNATIONAL > Q PHARM COMPANY,125.0,,Elhafez Reference 25065
TINDER MOUTHWASH 5 FLAVOUR,,,CHLORHEXIDINE DIGLUCONATE+CLOVE OIL+THYME OIL+MENTHOL+PROPOLIS EXTRACT+EUCALYPTUS OIL+TEA TREE OIL+HONEY EXTRACT+TOCOPHEROL+MULTI VITAMINS FOR MOUTH REFRESHING,,MOUTH,BRAND INTERNATIONAL > Q PHARM COMPANY,125.0,,Elhafez Reference 25065
TINEACURE 1% PAINT 15 ML (N/A),,,TOLNAFTATE,,UNKNOWN,KAHIRA,16.0,,Elhafez Reference 25065
TINEACURE 1% TOP. CREAM 20 GM,,,TOLNAFTATE,,TOPICAL,KAHIRA,28.0,,Elhafez Reference 25065
TINEAPIROX 1% TOPICAL CREAM 10 GM (N/A),,,CICLOPIROX OLAMINE,,TOPICAL,SEDICO > MEPACO,6.0,,Elhafez Reference 25065
TINEAREST 1% TOPICAL CREAM 15 GM,,,BUTENAFINE HYDROCHLORIDE,,TOPICAL,WESTERN PHARMACEUTICALS INDUSTRIES > WESTERN PHARMA,23.0,,Elhafez Reference 25065
TINGLOPRO TOPICAL CREAM 15 GM (N/A),,,LIDOCAINE+PRILOCAINE,,TOPICAL,EVA PHARMA,13.5,,Elhafez Reference 25065
TINIDOL PLUS 10 F.C. TAB.(N/A),,,NORFLOXACIN+TINIDAZOLE,,ORAL.SOLID,HIKMA PHARMA,19.2,,Elhafez Reference 25065
TINIFLOXACIN 10 TAB.,,,CIPROFLOXACIN+TINIDAZOLE,,ORAL.SOLID,ORGANOPHARMA > ORGANO,76.0,,Elhafez Reference 25065
TINIFLOXACIN 20 TAB.,,,CIPROFLOXACIN+TINIDAZOLE,,ORAL.SOLID,ORGANOPHARMA > ORGANO,152.0,,Elhafez Reference 25065
TINOX 1% CREAM 15 GM,,,OXICONAZOLE,,TOPICAL,EVA PHARMA,23.0,,Elhafez Reference 25065
TINOX 1% LOTION 50 ML,,,OXICONAZOLE,,UNKNOWN,EVA PHARMA,24.0,,Elhafez Reference 25065
TIOCON 1% CREAM 20 GM,,,TIOCONAZOLE,,TOPICAL,GLOBAL NAPI PHARMACEUTICALS,29.0,,Elhafez Reference 25065
TIONERAL LOTION 100ML,,,PANTHENOL+SHEA BUTTER+JOJOBA OIL+VITAMIN E+ALOE VERA+GLYCERIN+ZINC OXIDE+COLLAGEN,,UNKNOWN,DREAMS > DIAMOND LABS,44.0,,Elhafez Reference 25065
TIONERAL MASSAGE CREAM 60 GRAM,,,GLUCOSEAMINE+MSM+MENTHOL+TURMERIC+CAMPHOR+KRILL OIL+EUCALYPTUS+METHYLSALICYLATE+ROSEMARY,,TOPICAL,DREAMS > DIAMOND LABS,35.0,,Elhafez Reference 25065
TIP-PORT SYRUP 360 ML,,,,,ORAL.LIQUID,PHARMAZAD > LA PORTE PHARMA,75.0,,Elhafez Reference 25065
TIPOTRYPSIN 20 TABS,,,RUTOSIDE+BROMELAIN+TRYPSIN,,ORAL.SOLID,ORGANIX FOR FOOD SUPPLEMENTS > RIXOS PHARMA COMPANY,120.0,,Elhafez Reference 25065
TIPTOP GEL 50 GM,,,,,TOPICAL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > CIRA PHARMA,90.0,,Elhafez Reference 25065
TIRALEPSY 1000MG 30 F.C. TAB.,,,LEVETIRACETAM,,ORAL.SOLID,EL-OBOUR > PROTECH PHARMA,261.0,,Elhafez Reference 25065
TIRALEPSY 100MG/ML ORAL SOL. 120 ML,,,LEVETIRACETAM,,ORAL.LIQUID,AL ESRAA PHARMACEUTICAL OPTIMA > PROTECH PHARMA,103.0,,Elhafez Reference 25065
TIRALEPSY 250MG 30 F.C. TAB.,,,LEVETIRACETAM,,ORAL.SOLID,EL-OBOUR > PROTECH PHARMA,88.25,,Elhafez Reference 25065
TIRALEPSY 500 MG 30 F.C. TAB.,,,LEVETIRACETAM,,ORAL.SOLID,EL-OBOUR > PROTECH PHARMA,177.0,,Elhafez Reference 25065
TIRALEPSY XR 500MG 20 F.C.TAB.,,,LEVETIRACETAM,,ORAL.SOLID,EL-OBOUR > PROTECH PHARMA,129.0,,Elhafez Reference 25065
TIRALEPSY XR 750 MG 20 F.C. TAB.,,,LEVETIRACETAM,,ORAL.SOLID,EL-OBOUR > PROTECH PHARMA,164.0,,Elhafez Reference 25065
TIRATAM 1000 MG 30 F.C.TABS.,,,LEVETIRACETAM,,ORAL.SOLID,ANDALOUS PHARMA,288.0,,Elhafez Reference 25065
TIRATAM 100MG/ML ORAL SOLUTION 120 ML,,,LEVETIRACETAM,,UNKNOWN,SIGMA > ANDALOUS PHARMA,120.0,,Elhafez Reference 25065
TIRATAM 500 MG 30 F.C.TABS.,,,LEVETIRACETAM,,ORAL.SOLID,ANDALOUS PHARMA,222.0,,Elhafez Reference 25065
TIRATAM 500MG/5ML 1 I.V. VIAL,,,LEVETIRACETAM,,INJECTION,SIGMA TEC > ANDALOUS PHARMA,31.0,,Elhafez Reference 25065
TIRATAM 500MG/5ML 5 I.V. VIAL,,,LEVETIRACETAM,,INJECTION,GLOBAL PHARMACEUTICAL INDUSTRIES > ANDALOUS PHARMA,155.0,,Elhafez Reference 25065
TIRATAM 750 MG 20 F.C.TABS.,,,LEVETIRACETAM,,ORAL.SOLID,ANDALOUS PHARMA,148.0,,Elhafez Reference 25065
TIRATAM XR 500 MG 20 F.C.TABS.,,,LEVETIRACETAM,,ORAL.SOLID,INTERNATIONAL DRUG AGENCY (IDI) > ANDALOUS PHARMA,148.0,,Elhafez Reference 25065
TIRATAM XR 750 MG 20 F.C.TABS.,,,LEVETIRACETAM,,ORAL.SOLID,INTERNATIONAL DRUG AGENCY (IDI) > ANDALOUS PHARMA,148.0,,Elhafez Reference 25065
TITACETYN TOPICAL SPRAY POWDER,,,NEOMYCIN+POLYMYXIN,,SPRAY,EGYPTIAN CO. FOR ADV. PHARMA. (ECAP) > SPIMACO MISR,20.4,,Elhafez Reference 25065
TITAN HAIR LOTION 120 ML,,,PANTHENOL+ALOE VERA EXTRACT+SALICYLIC ACID+LAVENDER OIL+GLYCEROL,,UNKNOWN,MACRO GROUP PHARMACEUTICALS,59.75,,Elhafez Reference 25065
TITAN HAIR LOTION 250 ML,,,PANTHENOL+ALOE VERA EXTRACT+SALICYLIC ACID+LAVENDER OIL+GLYCEROL,,UNKNOWN,MACRO GROUP PHARMACEUTICALS,110.0,,Elhafez Reference 25065
TITECH 20 PILLS,,,CALCIUM+VITAMIN C+VITAMIN D,,ORAL.SOLID,PHARMAZAD > DAWATECH,75.0,,Elhafez Reference 25065
TIVICAY 50 MG 30 F.C. TABS.,,,DOLUTEGRAVIR,,ORAL.SOLID,GLAXO SMITHKLINE,3416.0,,Elhafez Reference 25065
TIVOLI  CREAM GEL 50 GM,,,MENTHOL CRYSTAL+GREEN TEA EXTRACT+CAMPHOR+METHYL SALICYLATE,,TOPICAL,SMARTEC > ARCOTEC  EGYPT,120.0,,Elhafez Reference 25065
TIZYL 4MG 10 TAB.,,,TIZANIDINE,,ORAL.SOLID,OCTOBER PHARMA > PHARMAGIN-EGYPT,12.0,,Elhafez Reference 25065
TOBOLANZA 24 S.G. CAPS.,,,ALVERINE CITRATE+SIMETHICONE,,ORAL.SOLID,EUROPEAN EGYPTIAN PHARM. IND.,74.0,,Elhafez Reference 25065
TOBRA-ALEX 20MG/2ML 5 AMP.,,,TOBRAMYCIN,,INJECTION,ALEXANDRIA,20.75,,Elhafez Reference 25065
TOBRA-ALEX 80MG/2ML I.V./I.M. AMP.,,,TOBRAMYCIN,,INJECTION,ALEXANDRIA,7.0,,Elhafez Reference 25065
TOBRABIOTIC 0.3% EYE DROPS 10 ML,,,TOBRAMYCIN,,EYE,SIGMA TEC,10.5,,Elhafez Reference 25065
TOBRABIOTIC PLUS EYE SUSP. DROPS 5 ML,,,DEXAMETHASONE+TOBRAMYCIN,,EYE,SIGMA TEC,9.0,,Elhafez Reference 25065
TOBRACOID EYE DROPS 5 ML,,,DEXAMETHASONE+TOBRAMYCIN,,EYE,RAMEDA > HIKMA PHARMA,20.0,,Elhafez Reference 25065
TOBRACTIVA 0.3% EYE DROPS 5 ML,,,TOBRAMYCIN,,EYE,EPCI,18.0,,Elhafez Reference 25065
TOBRADEX EYE OINT. 3.5 GM,,,DEXAMETHASONE+TOBRAMYCIN,,EYE,ALCON > NOVARTIS SCIENTIFIC OFFICE,63.0,,Elhafez Reference 25065
TOBRADEX EYE SUSP. DROPS 5 ML,,,DEXAMETHASONE+TOBRAMYCIN,,EYE,NOVARTIS > NOVARTIS SCIENTIFIC OFFICE,76.0,,Elhafez Reference 25065
TOBRAL 0.3% EYE DROPS 5 ML,,,TOBRAMYCIN,,EYE,KAHIRA,7.0,,Elhafez Reference 25065
TOBREX 0.3% EYE DROPS 5 ML,,,TOBRAMYCIN,,EYE,NOVARTIS > NOVARTIS SCIENTIFIC OFFICE,32.5,,Elhafez Reference 25065
TOBREX 0.3% EYE OINT. 3.5 GM,,,TOBRAMYCIN,,EYE,ALCON > UNITED COMPANY FOR DISTRIBUTION,18.7,,Elhafez Reference 25065
TOBREX 2X 0.3% EYE DROPS 5 ML,,,TOBRAMYCIN,,EYE,NOVARTIS > NOVARTIS SCIENTIFIC OFFICE,30.0,,Elhafez Reference 25065
TOBRIN 0.3% EYE DROPS 5 ML,,,TOBRAMYCIN,,EYE,EIPICO,23.0,,Elhafez Reference 25065
TOBRIN 0.3% EYE.OINT. 5 GM,,,TOBRAMYCIN,,EYE,EIPICO,23.0,,Elhafez Reference 25065
TOCADON F.C.T 30 TABLETS,,,CALCIUM 200MG+MAGNESIUM 75MG+ZINC 3.75MG+VITAMIN D3 200IU VITAMIN K,,ORAL.SOLID,PHARMACIA > NOVACURE,95.0,,Elhafez Reference 25065
TOCO 1000MG 20 CAPS.,,,VITAMIN E,,ORAL.SOLID,SEDICO,19.2,,Elhafez Reference 25065
TOCO 400MG 20 CAPS.,,,VITAMIN E,,ORAL.SOLID,SEDICO,13.2,,Elhafez Reference 25065
